X	Y
151	152
143	143
136	152
145	139
143	153
150	145
134	137
147	144
150	147
138	135
155	150
141	147
142	144
138	156
145	144
154	152
135	142
146	150
135	137
149	143
145	147
144	133
133	140
153	134
150	139
146	136
134	155
143	134
145	154
137	153
148	147
146	154
133	152
141	148
144	141
136	143
147	138
145	143
136	148
140	146
136	140
147	139
151	146
141	150
153	147
138	142
147	143
152	148
151	143
153	139
155	144
136	137
154	143
138	150
148	148
154	155
137	153
156	146
135	147
148	155
150	156
139	147
147	133
135	136
143	140
146	147
146	143
145	153
149	139
151	151
142	133
137	147
144	154
138	151
150	142
156	144
146	136
137	136
139	142
149	137
141	144
156	153
148	154
141	145
152	154
136	152
136	146
150	133
153	137
146	144
139	146
135	145
137	133
137	147
133	133
144	141
145	153
145	154
140	147
156	143
136	135
146	153
152	149
148	137
143	150
151	153
134	144
133	135
151	148
141	145
145	134
148	139
149	154
144	139
149	149
150	137
149	143
142	153
141	147
150	152
138	138
145	148
137	151
145	139
154	153
139	137
146	153
152	138
134	133
143	156
142	144
135	141
144	137
146	145
141	143
143	134
151	154
150	140
138	136
154	136
146	137
138	155
133	137
138	150
154	149
152	156
154	141
154	141
137	138
137	155
145	156
144	142
134	144
139	143
155	145
134	144
152	149
140	149
137	154
141	150
133	145
149	149
147	133
139	146
144	142
146	134
154	155
139	152
150	145
155	144
134	139
143	140
145	149
134	146
139	152
150	153
145	149
154	152
149	154
135	147
136	150
134	144
144	150
137	137
145	133
149	147
146	150
153	133
142	134
137	135
135	133
153	153
151	147
142	141
148	154
143	153
134	143
154	151
140	153
141	152
153	135
134	155
141	139
134	140
135	139
143	138
142	150
151	143
138	154
148	153
153	137
148	146
147	151
143	152
144	137
142	146
156	134
152	133
149	134
149	155
153	141
138	155
150	151
140	139
136	143
151	138
140	147
141	145
142	138
139	137
146	134
152	151
156	149
135	142
142	148
147	140
141	141
150	135
141	145
156	139
139	152
142	137
152	155
150	151
155	133
138	139
140	133
140	152
141	155
141	145
154	141
141	145
140	155
156	135
151	153
137	137
138	135
134	146
141	152
140	134
133	153
156	140
147	137
143	149
144	142
156	138
151	137
152	138
137	137
148	144
154	154
139	138
139	147
148	146
145	142
148	144
150	155
141	149
142	150
144	154
152	147
135	149
143	152
140	149
144	147
145	141
140	138
139	137
144	137
145	139
148	151
145	155
147	137
147	150
143	149
154	148
156	140
137	146
139	135
150	155
142	151
151	152
149	135
145	151
136	144
142	142
146	140
143	139
154	146
137	141
149	152
141	137
136	153
147	145
145	142
135	138
133	148
134	143
151	142
156	134
134	151
146	147
137	143
153	149
140	156
145	141
139	137
149	143
150	136
155	152
136	147
140	147
144	147
136	135
138	135
137	135
144	152
150	143
134	142
144	133
150	139
138	149
151	136
147	136
144	145
149	142
138	156
133	137
142	142
145	149
155	151
134	139
140	134
149	136
135	149
135	140
145	138
142	136
143	149
137	146
143	139
137	148
135	152
156	133
153	146
149	153
151	152
146	142
138	151
142	142
153	143
134	146
153	141
142	137
156	133
153	140
145	153
153	147
144	149
144	153
134	136
134	153
135	134
154	136
140	138
143	143
150	155
150	137
137	141
149	155
143	135
147	151
138	135
151	148
136	143
135	148
154	141
153	133
152	147
148	135
154	137
142	136
146	152
147	148
142	139
154	154
139	151
139	134
144	152
134	143
139	137
149	147
139	151
145	154
153	137
142	143
148	137
151	151
146	134
139	154
146	147
141	137
154	136
140	134
154	143
137	136
152	149
147	140
153	151
135	144
145	140
143	144
148	134
139	154
141	145
149	143
151	154
145	147
140	152
150	135
137	139
154	149
144	154
137	143
138	155
134	150
142	155
134	134
142	143
148	137
141	151
155	134
141	140
136	149
154	154
139	139
151	145
154	153
138	152
143	134
156	135
141	136
139	146
145	141
136	151
153	149
139	149
135	145
133	151
137	138
147	156
151	147
156	139
144	148
133	144
136	155
138	139
147	133
144	134
154	155
140	146
143	151
135	134
137	154
151	134
140	147
146	136
153	134
153	148
138	133
153	140
133	149
144	135
149	141
141	139
148	134
148	146
152	145
135	149
148	148
147	142
145	154
142	152
154	154
155	144
149	151
153	151
138	135
145	146
143	153
138	147
151	156
152	146
146	156
137	140
134	140
148	135
134	154
143	140
137	144
151	135
142	151
153	135
156	155
148	147
150	134
137	150
137	133
137	142
133	144
144	144
149	142
147	147
143	145
149	154
138	134
152	139
154	142
134	143
153	154
141	142
150	153
145	135
134	143
155	155
134	136
138	148
154	142
139	147
134	142
142	135
147	154
151	148
144	136
155	133
147	154
152	147
140	140
138	155
150	149
142	149
137	146
152	153
143	135
145	149
146	149
144	135
152	153
155	136
144	148
150	155
154	140
135	134
156	146
150	135
154	135
144	138
155	136
138	137
155	141
144	153
133	142
148	146
142	152
155	152
150	153
144	153
137	156
141	147
152	136
134	152
149	140
148	140
142	138
144	153
153	147
148	151
152	144
144	150
143	148
145	155
138	140
137	135
138	155
138	135
149	143
155	135
137	150
155	155
155	145
148	140
146	138
151	149
138	147
153	144
137	143
155	136
136	156
142	154
152	149
151	154
153	143
144	148
145	145
136	154
146	140
150	152
151	153
150	136
156	135
144	134
155	152
141	136
155	138
151	135
156	151
142	142
150	148
153	134
148	138
145	139
155	156
139	133
135	152
142	147
135	151
134	147
144	149
141	141
155	153
142	154
152	141
153	152
153	145
143	138
149	143
149	140
136	152
149	154
151	134
139	142
137	150
136	143
156	155
136	135
133	147
140	155
143	136
140	145
136	150
154	150
147	156
142	155
144	139
142	135
136	138
135	136
147	146
150	155
138	152
145	151
141	151
152	149
139	153
143	135
142	136
135	136
153	136
135	150
143	151
147	137
145	134
144	153
142	143
133	146
138	139
142	143
153	139
145	152
142	141
156	136
138	145
140	149
145	134
142	152
138	155
152	145
139	152
142	136
154	138
155	135
143	141
146	147
149	150
152	138
143	147
147	134
153	135
152	136
147	149
154	154
138	150
145	134
141	142
138	151
135	151
151	154
138	147
144	138
148	154
147	133
146	144
148	135
146	151
154	153
143	149
139	136
150	136
153	148
145	156
147	135
153	146
138	141
145	150
146	135
141	142
139	154
146	136
149	153
133	135
142	140
151	150
146	149
140	153
151	142
151	154
137	145
148	148
137	153
150	139
147	140
144	145
155	148
143	138
150	151
138	134
145	148
145	136
150	144
151	143
141	145
152	152
151	139
144	146
147	138
154	135
144	156
135	147
155	133
135	154
141	156
142	145
152	145
139	143
143	133
135	146
145	134
135	149
151	137
155	133
153	135
139	145
156	145
140	141
142	149
143	146
135	143
141	145
147	140
149	146
139	145
154	146
149	138
148	156
150	136
147	138
152	146
149	137
136	148
145	144
141	151
142	137
143	139
155	138
142	143
142	135
153	143
155	139
136	152
152	151
139	144
152	153
150	148
151	148
148	135
138	148
155	138
150	150
149	142
153	148
148	136
156	150
144	156
134	136
133	156
144	145
137	147
141	139
136	155
155	133
143	142
151	152
154	151
141	152
139	141
147	138
153	136
142	135
134	137
155	140
136	134
139	153
151	138
150	150
151	147
155	149
149	152
133	144
137	153
148	151
136	143
150	134
154	154
139	150
153	133
156	145
154	149
142	146
147	139
146	135
143	152
144	149
136	152
135	140
155	137
147	152
145	154
146	149
142	134
133	144
139	149
139	146
137	147
135	136
140	147
137	149
136	156
133	156
138	143
152	141
155	133
138	144
136	154
149	138
147	155
147	154
155	144
154	147
151	155
143	136
146	148
144	143
142	153
136	137
136	135
134	155
150	136
142	143
137	155
137	143
144	146
135	134
153	146
149	141
135	143
152	137
150	143
139	135
136	138
155	140
142	150
144	139
148	156
150	137
133	138
150	141
155	147
155	145
140	138
153	146
150	145
143	155
140	149
139	135
140	140
147	136
140	134
144	155
145	153
155	148
151	156
139	156
139	155
133	150
138	137
139	135
154	149
141	147
154	144
138	137
142	141
140	142
140	134
140	137
135	145
138	142
144	156
147	137
135	141
145	145
147	141
146	147
145	144
139	137
139	151
143	152
140	137
147	146
149	151
148	148
143	134
133	139
138	144
147	135
138	135
139	151
149	150
152	139
155	135
143	151
149	147
133	137
148	142
147	151
142	143
140	136
148	153
133	148
149	139
140	146
137	139
143	145
148	146
144	153
150	149
146	138
149	137
142	135
136	145
151	152
141	148
134	136
151	136
142	143
155	134
146	152
143	139
156	139
156	150
139	133
152	133
142	151
152	140
150	150
135	147
152	149
156	155
156	150
138	137
140	144
142	156
151	144
144	137
137	140
139	142
150	156
151	153
136	145
154	139
135	152
144	152
154	136
147	148
153	156
153	146
145	144
133	149
150	155
146	153
143	154
151	133
145	135
144	135
143	136
139	148
139	155
135	148
134	148
150	154
151	135
138	152
147	151
152	136
137	150
138	155
138	151
148	143
144	136
153	154
144	139
142	151
143	137
153	135
150	145
154	153
140	138
135	135
155	151
153	138
137	137
151	140
147	155
134	139
148	143
136	138
140	145
153	154
149	134
144	134
155	142
143	139
145	145
152	144
142	134
152	135
151	147
154	151
144	150
156	148
145	147
133	140
144	140
145	137
154	143
146	140
138	148
153	141
145	133
154	133
153	144
148	141
137	145
155	150
149	154
154	136
148	136
143	155
152	147
149	145
155	138
143	141
138	147
135	151
135	142
147	148
143	153
152	152
134	155
133	145
152	145
153	152
148	149
138	141
150	153
155	154
133	148
153	149
139	143
142	154
150	143
133	145
147	141
136	136
151	141
147	152
149	140
151	149
155	136
143	152
142	150
154	149
139	141
144	142
140	149
133	141
152	155
135	151
148	150
153	138
145	146
140	133
148	134
135	145
142	142
143	141
140	139
142	147
152	143
154	153
136	155
149	154
134	137
139	156
142	141
150	137
136	133
154	142
152	144
142	145
151	133
148	145
142	155
152	142
150	152
149	150
150	146
151	141
136	155
138	147
140	155
149	143
140	140
148	136
144	139
149	148
144	142
142	154
156	150
151	142
147	152
153	139
134	135
139	154
152	145
150	134
146	151
144	155
138	152
151	148
137	141
149	135
153	152
133	138
134	143
155	151
154	138
146	151
152	144
140	150
133	145
154	143
150	139
151	133
141	151
139	140
142	140
137	148
141	144
134	141
133	139
138	141
138	134
153	141
150	147
154	151
140	156
149	137
139	147
139	155
140	145
154	140
137	139
133	134
133	150
156	155
146	147
134	144
135	140
134	134
134	147
152	147
147	156
148	142
151	151
139	141
140	156
145	150
144	154
139	149
146	149
137	154
148	140
134	144
150	139
133	154
154	146
151	155
136	135
151	153
133	149
146	138
144	142
149	134
136	149
137	144
142	156
147	149
155	150
134	152
139	147
151	148
148	137
155	137
148	146
152	151
143	149
136	153
152	139
137	148
148	142
136	135
148	154
149	156
145	147
155	137
154	140
146	140
151	141
145	153
152	138
152	149
134	138
149	143
136	151
142	150
151	133
138	137
139	147
143	151
143	149
140	137
136	138
152	141
140	155
151	139
134	138
147	139
140	155
135	139
139	135
139	145
154	145
142	143
140	148
147	143
139	155
152	148
153	146
151	152
147	140
136	135
140	142
134	154
137	150
153	136
147	136
136	146
152	142
151	156
144	134
147	138
133	153
142	137
137	152
154	156
140	136
151	144
144	142
135	137
133	138
148	154
156	148
138	144
154	134
136	135
136	155
133	155
134	133
155	152
141	151
134	154
140	147
135	147
146	154
136	147
155	149
134	140
146	143
153	148
141	144
153	133
156	138
155	153
154	153
138	133
150	134
142	148
143	134
154	148
150	152
135	153
134	148
140	134
136	152
151	145
148	147
153	139
134	154
137	135
137	155
156	154
144	147
155	143
154	135
143	138
133	140
134	155
143	143
134	140
149	141
144	155
145	138
133	154
142	135
154	151
138	138
137	150
152	147
139	135
141	135
150	153
145	141
146	153
155	143
140	135
135	153
137	152
154	147
147	141
154	152
144	155
143	144
154	148
139	149
138	155
134	153
146	150
135	136
138	143
149	154
148	142
137	150
150	153
135	145
140	136
143	146
147	143
142	141
155	146
145	133
139	153
136	143
137	154
151	144
138	140
136	154
154	154
154	140
135	154
148	153
134	139
156	148
146	135
151	142
138	146
133	138
152	137
146	139
147	140
153	146
146	141
138	143
146	152
135	148
145	139
152	140
142	142
146	136
155	136
152	138
150	136
145	137
152	149
152	149
155	145
138	147
154	136
136	133
138	135
154	146
148	137
152	143
140	150
146	155
139	155
152	143
151	136
156	155
153	133
136	144
138	145
144	140
143	152
148	142
144	142
136	153
145	155
134	155
146	150
143	154
144	134
137	136
138	149
150	141
136	151
154	153
137	149
156	139
140	139
142	142
144	138
139	151
147	154
147	142
137	144
141	147
151	137
141	136
135	140
153	147
154	153
144	145
147	135
148	144
152	139
133	139
155	141
135	153
146	153
139	143
146	154
144	134
149	152
139	144
145	145
152	155
137	155
154	135
149	155
136	141
141	136
148	155
152	139
143	150
134	149
138	146
136	146
136	150
145	153
154	147
156	145
140	134
148	136
138	151
150	148
141	134
136	146
148	134
150	134
139	147
146	141
149	150
133	146
143	154
151	147
138	147
142	137
145	137
150	136
154	140
134	146
135	149
153	150
145	148
143	148
151	144
154	150
137	144
139	148
137	138
138	152
137	135
155	138
144	154
137	140
141	133
138	142
136	135
145	145
141	143
146	133
136	136
144	142
147	155
134	150
153	144
151	142
138	147
134	150
145	154
144	143
134	138
143	153
139	152
153	135
134	142
148	151
134	135
144	156
134	153
142	141
156	150
133	152
150	135
136	155
144	138
156	138
146	155
140	138
153	136
147	152
138	140
140	138
154	148
142	135
138	152
149	153
149	144
148	140
133	155
141	135
148	144
155	146
135	153
150	146
145	151
144	141
135	152
152	136
155	146
152	147
153	150
134	143
145	141
144	155
142	154
136	150
136	144
155	145
134	139
135	155
135	138
152	149
154	146
154	143
153	154
146	151
151	150
145	141
148	153
140	134
144	143
153	138
148	141
146	134
156	147
148	134
151	133
134	137
135	153
145	146
145	148
149	136
148	155
147	134
133	144
144	154
153	143
139	142
139	139
140	150
152	136
141	151
150	146
135	154
141	134
143	145
134	141
142	138
144	139
134	147
156	154
143	152
155	153
148	145
147	134
150	147
138	151
149	146
145	155
134	134
142	152
143	151
156	141
144	152
134	136
136	137
139	146
144	137
137	134
147	149
139	154
153	148
142	139
152	142
142	141
138	135
140	136
138	150
153	150
147	137
151	136
147	141
153	146
154	155
135	153
148	135
143	155
153	138
149	145
136	146
139	133
139	144
155	155
143	140
155	134
140	152
150	140
146	151
143	150
142	143
139	142
151	151
151	146
153	150
137	142
153	140
137	145
149	139
149	149
152	152
141	154
133	142
155	133
138	135
153	151
143	133
134	149
142	152
147	151
140	149
152	145
135	133
136	136
148	141
147	141
149	133
136	135
136	149
133	154
151	136
139	154
145	149
146	156
139	140
136	151
134	134
137	142
154	139
155	147
151	150
142	148
154	145
155	147
153	135
150	137
154	139
149	150
153	136
139	155
138	156
142	151
143	149
142	153
149	148
143	152
145	136
133	147
148	141
151	145
148	140
141	138
142	135
153	138
155	149
143	138
140	153
152	140
151	133
142	150
136	140
133	142
145	149
144	134
148	152
155	138
147	136
150	139
148	143
145	134
134	138
155	141
138	140
148	139
151	137
134	150
152	137
137	150
143	138
150	151
154	146
141	133
143	146
154	145
135	141
137	135
137	138
148	155
154	136
135	154
154	138
140	145
149	136
148	153
152	141
155	147
139	156
156	149
136	140
155	140
138	150
146	140
155	141
144	150
142	139
137	142
154	148
148	138
142	149
144	143
143	137
135	155
145	154
152	147
152	140
133	149
142	152
144	151
140	138
136	142
154	140
145	136
155	134
147	134
152	146
145	152
145	137
141	146
146	139
148	134
148	148
145	137
144	135
149	156
149	134
135	143
143	144
142	134
146	141
156	137
139	153
139	143
152	135
145	139
154	138
143	144
136	152
151	153
155	149
151	141
138	137
141	156
135	136
142	137
137	151
146	152
146	144
143	150
139	141
156	144
145	150
155	143
150	152
154	147
138	145
155	136
145	141
140	144
135	154
151	147
148	148
137	153
141	140
149	150
142	149
138	142
151	154
137	146
146	134
146	146
139	134
148	141
141	144
152	155
156	146
144	144
140	154
148	137
134	142
148	146
149	153
149	156
148	155
152	151
144	135
149	155
140	139
156	137
154	143
145	134
153	134
140	147
137	140
141	152
146	150
151	148
142	152
148	149
141	139
138	150
140	153
146	135
156	152
146	146
153	145
148	136
137	148
140	150
133	145
154	134
146	148
142	144
141	155
142	149
153	154
153	147
143	156
134	150
147	141
148	151
144	147
146	145
141	143
140	149
144	150
156	149
155	140
152	147
143	147
154	146
138	156
143	135
144	142
140	145
152	139
142	153
150	135
137	134
137	135
153	142
146	142
149	153
142	147
149	149
153	137
143	150
145	147
146	149
146	139
138	151
138	147
145	146
137	150
135	133
133	151
145	138
135	137
148	152
145	156
155	133
153	152
145	147
146	135
136	136
139	137
135	145
147	137
134	134
147	151
142	138
144	142
134	150
133	142
135	138
154	133
146	136
151	156
139	150
144	136
156	136
144	142
136	150
138	135
144	151
138	144
139	141
140	136
136	140
155	139
142	140
146	149
151	153
140	156
151	139
155	146
142	142
153	147
151	156
140	138
155	144
155	154
144	142
146	136
139	144
139	152
144	150
149	140
148	142
152	150
156	146
137	133
141	152
138	151
152	133
154	141
136	141
136	147
138	149
152	144
154	138
136	155
138	145
145	147
150	149
137	154
143	143
147	140
148	135
146	137
134	155
134	136
147	153
137	136
141	155
133	142
153	146
133	146
134	153
144	153
155	141
150	136
150	134
145	146
145	140
147	156
156	142
151	148
143	142
152	137
147	144
136	151
154	144
137	135
153	133
154	146
152	139
142	149
156	146
138	151
140	136
150	148
134	138
136	133
136	139
142	147
140	155
145	152
150	134
153	141
140	145
139	137
134	135
140	142
142	152
135	155
144	152
153	134
148	133
146	140
140	136
144	134
136	135
156	139
134	147
134	144
135	141
146	137
155	142
144	141
144	138
138	154
134	153
154	143
156	141
138	149
147	146
149	140
141	152
151	136
154	149
139	138
148	155
138	142
151	145
149	148
133	134
135	151
154	149
135	153
146	155
137	155
152	150
151	151
134	148
137	152
144	149
133	142
139	150
148	140
146	146
150	150
152	153
146	147
149	148
153	153
145	138
134	156
133	145
134	137
153	135
150	138
154	134
149	148
155	147
153	139
152	142
133	137
140	138
139	136
150	140
154	139
149	136
153	153
137	153
153	142
150	151
149	137
140	144
152	146
133	156
144	136
136	135
135	156
145	150
154	133
143	154
143	143
142	134
153	153
139	140
145	148
134	139
144	144
141	152
143	153
152	152
154	150
136	152
150	148
141	135
137	156
147	133
149	145
154	136
137	135
155	150
140	137
136	146
150	141
154	151
150	151
147	135
150	145
151	144
136	154
134	148
148	149
145	148
151	137
154	153
135	154
137	145
155	148
148	146
140	137
149	134
154	136
147	145
145	134
146	137
144	143
154	136
135	142
145	146
147	143
143	152
133	155
148	150
136	141
145	133
149	147
149	148
144	155
146	139
146	141
147	143
142	134
141	147
153	134
150	146
140	152
146	148
146	142
150	152
141	136
136	147
150	147
142	148
145	134
143	138
137	134
140	155
138	153
135	147
154	151
138	141
147	149
140	141
149	136
142	138
133	135
149	137
139	135
144	155
141	141
138	143
139	153
146	147
134	135
147	150
143	144
133	144
150	135
144	152
144	150
148	149
150	136
148	142
146	144
149	140
148	151
136	147
151	144
143	143
138	147
154	138
142	142
153	148
143	139
134	148
152	135
137	141
135	155
152	147
143	154
134	133
138	137
135	138
152	148
147	141
136	138
145	134
156	149
152	140
136	135
152	135
145	150
134	141
138	138
138	154
155	136
135	137
152	144
143	143
148	141
144	145
134	152
149	155
137	141
143	156
147	143
135	143
146	138
151	151
136	135
149	143
142	142
149	151
145	145
148	148
143	140
142	145
146	136
154	136
156	135
152	152
152	146
149	143
151	152
151	144
156	151
142	134
140	152
153	149
150	142
151	137
146	155
156	143
150	144
148	151
147	133
142	143
148	140
141	134
145	140
154	146
147	146
146	156
152	146
152	137
141	151
148	156
154	142
155	139
135	149
141	135
152	153
141	144
147	156
139	146
152	140
137	153
143	135
152	138
142	156
146	142
137	136
149	156
152	146
156	148
146	149
146	144
155	140
134	147
154	155
150	154
150	147
133	152
145	148
141	145
149	137
141	140
144	134
151	143
146	155
155	151
144	152
146	136
149	144
154	135
149	136
145	156
152	151
143	143
133	154
149	140
145	148
148	149
134	138
141	142
137	139
144	147
141	154
134	145
143	155
139	143
149	153
151	148
154	139
149	147
148	156
143	137
143	138
140	151
140	138
134	155
137	147
143	136
141	136
135	145
151	150
152	147
150	136
152	146
141	140
135	151
145	144
143	141
138	145
154	146
146	133
137	133
156	148
135	141
141	142
141	146
137	150
155	155
139	154
154	149
137	146
136	148
143	133
134	148
154	135
142	154
133	140
147	134
137	135
139	155
140	154
147	138
135	140
147	134
154	153
139	145
149	148
151	137
155	155
155	141
148	142
134	144
137	140
137	143
139	149
147	146
142	136
146	148
138	155
142	134
152	134
141	135
140	136
155	135
137	138
152	153
142	150
144	138
146	152
155	147
146	136
146	140
133	148
149	151
152	150
148	136
152	138
143	154
148	149
145	137
145	148
144	133
141	143
137	133
146	141
151	155
145	142
139	138
149	147
146	145
148	142
135	138
151	137
141	140
151	142
141	141
152	140
141	135
152	139
134	142
147	154
146	145
156	138
145	143
137	137
140	135
155	156
147	135
149	141
148	152
151	147
144	144
151	140
154	148
143	141
143	152
150	141
135	141
156	153
147	138
135	145
138	153
147	153
136	143
143	150
152	134
147	149
154	152
139	149
150	140
144	155
156	154
151	151
147	148
149	142
148	145
146	153
135	137
149	146
134	145
139	156
152	150
137	139
139	148
146	145
142	152
145	152
142	138
155	145
145	149
146	148
152	145
135	148
133	149
139	141
148	152
139	153
154	154
146	147
156	152
136	145
134	141
141	147
151	155
142	153
138	144
150	156
143	147
156	138
139	151
139	150
154	134
133	150
150	146
150	140
147	133
137	149
153	137
154	148
149	137
133	148
141	136
152	133
141	147
148	149
148	141
153	142
145	144
152	147
145	139
136	138
140	135
134	137
155	142
155	154
139	135
151	139
137	156
151	146
151	136
144	152
153	146
155	135
135	139
153	138
149	141
134	148
153	142
138	147
144	137
143	136
146	152
156	134
140	147
136	136
139	142
146	149
143	140
151	139
151	141
153	142
149	134
146	146
146	152
142	143
135	156
144	146
137	136
134	150
143	140
142	140
150	154
138	152
143	144
137	144
155	141
147	148
156	135
144	147
147	150
150	148
142	135
145	141
138	147
141	137
153	149
149	147
135	155
137	142
133	151
146	141
138	152
140	136
142	145
152	148
149	141
148	151
153	147
150	150
144	154
142	140
146	147
151	143
152	152
146	135
145	150
148	145
151	154
146	150
145	145
137	139
155	137
140	133
134	143
143	139
148	147
137	147
135	141
140	144
134	144
147	144
148	149
155	140
152	150
139	145
152	155
151	154
151	155
136	150
149	148
139	138
136	155
154	141
141	155
135	138
149	147
135	146
135	146
136	153
143	152
155	139
139	150
137	149
141	146
153	134
150	133
133	140
154	152
153	146
154	152
153	149
151	151
149	150
134	140
153	143
143	155
137	144
134	147
134	142
138	146
139	156
150	133
140	150
145	142
148	155
141	151
139	146
144	150
149	147
141	134
149	140
152	154
147	140
151	138
140	141
156	142
156	143
139	149
154	142
149	144
144	134
153	137
155	140
150	139
134	145
147	136
145	134
137	138
149	138
146	141
139	137
145	147
144	153
138	135
153	139
153	149
153	134
141	135
135	156
148	133
144	135
153	151
149	140
143	154
139	142
152	143
141	137
138	146
149	149
142	155
144	141
133	137
146	137
142	139
135	150
152	149
135	155
136	146
141	145
156	156
151	149
150	143
152	144
148	153
139	145
139	141
150	140
155	143
149	155
155	153
141	136
138	145
156	153
144	149
150	135
153	154
143	152
150	150
154	156
140	133
148	137
140	155
155	135
146	144
138	142
147	146
150	137
154	153
137	136
139	153
136	150
140	137
151	150
142	143
136	134
150	134
136	138
137	138
145	136
147	135
145	143
134	135
151	156
143	140
156	155
147	155
150	134
143	145
144	137
138	134
149	152
153	150
137	147
142	136
140	135
142	150
139	153
149	151
142	148
138	146
142	145
135	149
156	141
141	155
142	146
140	154
145	143
144	152
154	147
135	154
149	133
136	154
150	136
143	143
156	135
139	138
150	152
153	147
134	152
144	142
149	138
147	148
139	134
139	144
136	135
141	136
144	142
138	152
135	150
141	148
143	145
135	137
151	138
149	136
143	155
153	142
149	149
152	136
143	139
149	141
141	156
142	135
147	149
155	142
134	149
141	133
149	153
156	149
152	150
146	140
139	155
137	136
140	144
145	136
139	151
142	141
135	151
138	141
139	135
140	134
151	141
147	153
141	148
142	146
140	136
144	140
141	148
146	145
139	148
140	133
139	143
153	139
146	148
143	148
143	144
136	144
137	138
152	138
148	155
148	143
142	154
139	141
147	149
155	155
143	141
143	154
142	137
134	154
143	149
143	155
141	146
146	153
136	144
134	151
147	151
133	150
156	144
156	137
134	154
147	153
136	154
147	151
142	147
149	141
153	137
152	149
143	146
150	133
138	140
143	144
147	143
149	140
155	155
140	138
146	150
153	149
137	146
135	137
141	146
143	148
135	142
151	146
143	150
145	144
149	151
146	135
152	147
143	152
149	151
139	143
140	138
138	139
151	141
152	151
143	137
146	142
150	145
137	135
151	144
149	151
144	150
149	135
144	135
139	135
147	156
139	142
137	135
144	138
151	138
136	147
134	154
151	133
154	156
146	133
138	142
144	133
150	133
149	152
150	140
141	151
142	141
142	138
144	137
139	151
139	144
146	139
135	154
138	153
134	148
145	141
148	133
156	155
144	138
149	154
140	149
135	139
155	134
148	139
134	152
156	148
141	140
149	140
145	154
153	156
144	148
142	137
140	141
139	154
143	137
142	154
136	148
155	155
136	145
134	150
142	153
147	142
136	151
148	138
137	155
136	150
154	143
155	142
137	154
142	139
137	137
145	137
139	142
150	149
138	142
140	151
138	151
135	151
137	152
148	140
154	145
145	133
139	150
148	151
144	155
151	155
149	133
141	135
136	142
151	139
134	154
136	142
141	155
152	150
149	153
147	135
150	136
134	141
152	137
155	141
149	153
154	144
153	149
152	141
152	152
137	145
136	146
153	140
142	141
141	134
148	136
144	147
147	155
136	150
145	156
155	133
147	135
140	155
142	135
147	148
155	143
134	147
140	150
135	139
141	140
146	155
148	153
137	144
133	145
147	136
147	152
136	140
147	153
143	141
135	156
143	150
145	145
143	134
138	155
146	141
153	147
151	140
139	137
147	151
138	136
139	151
143	135
149	146
145	149
140	143
137	139
134	139
135	139
136	153
142	134
146	155
134	154
139	144
146	149
154	138
145	139
154	139
146	140
147	136
142	146
134	140
155	145
151	144
140	138
133	137
144	153
143	142
145	141
138	142
151	154
155	153
150	134
133	143
136	151
147	136
143	155
151	150
150	151
156	148
142	135
141	147
151	133
134	145
148	142
146	150
146	140
145	150
134	140
153	150
143	148
149	138
149	144
151	140
156	143
142	136
140	154
146	146
151	155
135	149
156	151
138	141
134	141
147	134
138	150
151	149
150	133
143	145
144	144
154	142
149	149
150	144
153	136
138	155
140	140
136	134
135	137
151	134
145	155
147	139
149	140
154	152
142	143
139	139
142	139
134	146
135	151
149	149
134	142
137	136
147	142
137	155
145	144
136	149
137	135
136	148
139	154
149	149
138	145
136	135
138	153
142	137
147	135
134	134
154	134
135	136
156	137
140	147
133	152
147	140
135	146
138	137
154	139
142	135
135	134
142	135
146	134
137	141
152	151
136	134
142	143
136	134
140	137
152	136
136	151
134	148
147	142
138	146
150	134
155	150
150	154
150	150
140	146
140	151
135	142
146	139
142	135
152	147
135	155
140	152
152	142
145	152
150	154
137	139
145	143
137	134
152	152
152	141
146	148
154	149
136	135
134	134
145	136
141	140
153	144
139	143
148	135
156	145
133	148
138	141
155	148
151	135
141	154
148	148
151	147
140	150
154	147
147	134
144	141
134	144
141	138
150	156
150	144
141	134
146	155
149	135
150	154
138	156
140	146
146	144
134	155
133	143
149	136
134	137
136	155
155	150
140	153
142	150
147	138
150	152
142	143
150	155
145	147
144	145
140	152
140	135
153	145
140	154
149	148
145	146
151	136
154	146
146	133
147	143
149	150
153	141
151	136
134	155
138	150
134	151
155	147
143	138
154	134
150	147
147	141
146	139
141	141
148	145
139	145
137	149
143	144
134	154
136	135
155	139
147	145
140	142
155	148
150	134
138	153
135	146
143	146
138	149
141	140
144	135
137	141
152	149
146	134
136	155
138	145
153	150
136	140
138	147
151	137
142	148
144	150
143	146
151	145
142	144
148	152
146	140
145	149
140	139
143	135
146	148
134	149
143	137
155	152
155	137
149	142
154	140
151	140
148	133
135	153
149	152
151	140
141	142
153	138
149	156
133	152
138	144
151	141
152	145
136	145
134	151
145	149
142	151
142	145
155	146
147	155
138	152
138	138
143	148
145	151
150	149
149	145
155	143
139	144
143	139
146	138
152	143
138	144
143	153
155	137
154	143
154	151
150	154
137	151
137	150
152	135
146	138
148	141
150	155
138	135
138	144
142	136
153	144
143	135
148	142
151	135
141	147
141	153
136	135
147	136
141	133
153	152
156	138
140	147
150	151
143	139
144	146
139	153
153	143
141	153
134	134
146	141
134	147
140	147
137	153
138	146
136	137
